married,gender,churn,contract,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,dependent,dataset
No,Female,Yes,Month-to-month,Fiber Optic,No,No,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,4.0,232.62,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Autopay,8.0,159.96,Yes,WGU Telecom Co.
No,Nonbinary,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,19.0,179.95,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,No,No,Yes,No,No,No,Yes,No,Yes,eCheck,21.0,119.96,Yes,WGU Telecom Co.
Yes,Male,No,One year,DSL,Yes,No,No,No,No,No,No,Yes,No,Check,15.0,127.44,Yes,WGU Telecom Co.
No,Male,Yes,Two year,DSL,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,5.0,139.93,Yes,WGU Telecom Co.
Yes,Male,Yes,Two year,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Check,12.0,245.13,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,eCheck,17.0,174.97,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,eCheck,6.0,172.44,Yes,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,No,eCheck,5.0,184.98,No,WGU Telecom Co.
Yes,Male,No,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Autopay,7.0,184.95,No,WGU Telecom Co.
No,Male,Yes,Two year,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,20.0,247.66,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Autopay,10.0,167.46,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,eCheck,10.0,194.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,eCheck,29.0,147.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,No,eCheck,13.0,127.44,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,13.0,220.13,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,No,Yes,Yes,Yes,Yes,No,No,No,No,Check,11.0,162.5,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Autopay,11.0,159.95,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,5.0,139.96,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,No,No,Yes,No,Yes,Yes,No,No,Yes,Check,1.0,120.0,Yes,WGU Telecom Co.
Yes,Male,Yes,Two year,DSL,Yes,No,No,No,Yes,No,Yes,No,No,eCheck,7.0,129.96,Yes,WGU Telecom Co.
Yes,Female,Yes,One year,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Autopay,4.0,255.16,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,No,No,Yes,No,No,Yes,Yes,No,No,Autopay,7.0,119.99,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Check,9.0,207.61,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,5.0,177.49,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Autopay,15.0,207.61,Yes,WGU Telecom Co.
No,Male,Yes,Two year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,7.0,232.64,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,16.0,220.11,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Autopay,9.0,127.48,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Check,16.0,127.5,No,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Autopay,15.0,149.97,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,No,Yes,No,No,No,No,Yes,No,Yes,eCheck,9.0,169.94,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,eCheck,11.0,192.44,Yes,WGU Telecom Co.
Yes,Male,Yes,One year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,eCheck,8.0,235.14,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,No,No,No,No,No,No,No,Yes,eCheck,2.0,92.46,Yes,WGU Telecom Co.
No,Female,No,One year,None,No,Yes,No,Yes,No,No,No,Yes,Yes,Check,5.0,169.97,No,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,eCheck,9.0,172.51,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,No,No,Yes,Yes,Yes,No,Yes,No,Yes,eCheck,9.0,154.98,Yes,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Autopay,20.0,192.49,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Check,19.0,214.95,Yes,WGU Telecom Co.
Yes,Male,No,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,eCheck,9.0,184.96,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,eCheck,7.0,217.48,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Check,11.0,125.01,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Check,10.0,132.51,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,Yes,No,No,No,Yes,No,No,No,Check,5.0,137.47,No,WGU Telecom Co.
No,Nonbinary,No,One year,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Check,13.0,152.46,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,eCheck,7.0,187.61,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,No,No,eCheck,4.0,127.46,Yes,WGU Telecom Co.
Yes,Male,No,One year,None,Yes,No,No,No,No,No,No,No,Yes,Check,13.0,79.98,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Autopay,25.0,197.49,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,No,Autopay,8.0,220.12,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,No,Yes,No,No,No,Yes,No,No,Yes,Autopay,13.0,157.47,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,eCheck,11.0,194.97,Yes,WGU Telecom Co.
No,Male,Yes,Two year,None,Yes,Yes,No,No,Yes,No,Yes,Yes,No,eCheck,1.0,220.16,No,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,17.0,172.46,Yes,WGU Telecom Co.
No,Female,No,One year,None,Yes,No,Yes,No,No,No,Yes,No,Yes,eCheck,16.0,107.48,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,No,No,Yes,No,No,Yes,No,Yes,Yes,eCheck,11.0,142.47,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Check,6.0,187.47,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Check,6.0,175.01,No,WGU Telecom Co.
No,Female,No,One year,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Check,2.0,197.63,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Autopay,4.0,112.46,Yes,WGU Telecom Co.
No,Male,Yes,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Autopay,3.0,214.97,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Autopay,6.0,152.51,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Autopay,2.0,149.96,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,eCheck,15.0,182.48,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Autopay,15.0,182.5,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Autopay,13.0,149.96,Yes,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,6.0,124.98,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Autopay,23.0,165.01,Yes,WGU Telecom Co.
No,Nonbinary,No,One year,None,Yes,No,Yes,No,Yes,No,Yes,No,No,Check,10.0,120.0,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Check,9.0,255.16,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,Yes,No,No,Yes,No,No,Yes,Yes,Yes,eCheck,6.0,197.63,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Autopay,16.0,149.96,No,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,7.0,172.46,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Check,11.0,265.13,No,WGU Telecom Co.
No,Female,No,Two year,DSL,No,Yes,No,No,Yes,Yes,No,No,No,Autopay,10.0,149.99,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Autopay,11.0,119.96,Yes,WGU Telecom Co.
Yes,Nonbinary,No,One year,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Autopay,2.0,137.44,No,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Check,4.0,117.47,Yes,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,6.0,220.13,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,No,No,eCheck,16.0,149.94,No,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Autopay,11.0,179.97,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No,Yes,eCheck,11.0,192.49,Yes,WGU Telecom Co.
Yes,Male,Yes,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Check,9.0,222.65,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,eCheck,3.0,132.47,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,No,eCheck,2.0,162.45,Yes,WGU Telecom Co.
No,Male,Yes,Two year,DSL,No,Yes,No,No,No,No,Yes,No,No,eCheck,1.0,149.94,Yes,WGU Telecom Co.
Yes,Male,Yes,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Check,14.0,232.64,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No,Yes,Check,4.0,139.96,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Autopay,6.0,104.96,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,1.0,149.99,Yes,WGU Telecom Co.
No,Female,Yes,One year,DSL,No,No,No,No,Yes,No,Yes,Yes,No,Autopay,3.0,200.13,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Check,6.0,184.99,No,WGU Telecom Co.
Yes,Female,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,No,eCheck,10.0,137.47,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,No,Yes,No,eCheck,15.0,172.48,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,eCheck,4.0,152.46,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,Yes,No,No,No,No,No,Yes,Yes,No,Autopay,14.0,175.13,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Autopay,21.0,220.16,No,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,No,No,No,No,Check,8.0,149.97,Yes,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Check,3.0,144.96,Yes,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,Yes,No,No,No,Yes,No,No,Check,12.0,139.99,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Autopay,7.0,212.64,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,eCheck,8.0,139.99,No,WGU Telecom Co.
No,Female,Yes,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Check,19.0,235.16,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,17.0,159.96,No,WGU Telecom Co.
Yes,Male,Yes,Two year,None,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,1.0,245.16,Yes,WGU Telecom Co.
No,Male,Yes,One year,DSL,Yes,No,No,No,Yes,Yes,No,Yes,No,eCheck,3.0,152.47,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Check,3.0,137.44,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,None,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,1.0,210.15,Yes,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,eCheck,10.0,179.95,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Autopay,4.0,204.98,Yes,WGU Telecom Co.
Yes,Male,No,Two year,None,Yes,No,Yes,No,No,No,No,Yes,No,Autopay,23.0,117.48,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,eCheck,6.0,179.98,No,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,eCheck,4.0,137.49,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,No,Yes,No,Yes,No,Yes,No,No,eCheck,2.0,120.0,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,No,Autopay,12.0,162.47,Yes,WGU Telecom Co.
Yes,Nonbinary,No,One year,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Autopay,4.0,149.94,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,Yes,eCheck,18.0,117.44,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No,Yes,Check,8.0,147.47,Yes,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,eCheck,21.0,177.65,Yes,WGU Telecom Co.
Yes,Male,No,One year,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Autopay,9.0,162.47,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,No,No,No,Yes,Yes,Yes,No,No,Yes,eCheck,11.0,127.51,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,eCheck,12.0,152.46,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Autopay,8.0,147.48,Yes,WGU Telecom Co.
No,Male,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,No,Check,24.0,157.48,No,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Autopay,2.0,107.5,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,Yes,No,No,No,eCheck,5.0,120.0,No,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,No,No,No,No,No,Yes,Yes,eCheck,28.0,114.97,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Autopay,8.0,140.0,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Autopay,11.0,159.98,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Check,2.0,169.99,Yes,WGU Telecom Co.
No,Female,No,One year,None,Yes,No,No,No,Yes,Yes,Yes,No,No,Autopay,5.0,130.0,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,None,Yes,No,No,No,Yes,Yes,No,No,Yes,eCheck,1.0,105.01,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Check,15.0,164.97,No,WGU Telecom Co.
No,Female,No,Two year,None,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Autopay,8.0,127.51,No,WGU Telecom Co.
Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,eCheck,9.0,162.48,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,No,eCheck,5.0,182.5,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,No,Check,4.0,147.46,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Autopay,6.0,114.98,No,WGU Telecom Co.
Yes,Female,No,Month-to-month,None,Yes,Yes,No,No,No,No,No,No,No,eCheck,5.0,112.48,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Yes,Autopay,3.0,137.47,Yes,WGU Telecom Co.
Yes,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Autopay,8.0,142.5,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,No,Yes,Yes,Yes,No,No,No,Yes,eCheck,5.0,117.52,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,4.0,172.48,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Autopay,5.0,117.44,No,WGU Telecom Co.
Yes,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Check,2.0,149.96,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,No,Yes,No,No,No,No,No,No,Yes,Autopay,11.0,112.48,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Check,34.0,129.99,No,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Autopay,17.0,117.47,Yes,WGU Telecom Co.
No,Male,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Autopay,16.0,169.94,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Autopay,3.0,204.96,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,Yes,eCheck,3.0,127.48,Yes,WGU Telecom Co.
No,Male,No,One year,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Check,14.0,210.15,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Autopay,9.0,172.44,Yes,WGU Telecom Co.
No,Female,No,One year,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Autopay,5.0,162.47,Yes,WGU Telecom Co.
No,Male,No,Two year,None,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Autopay,20.0,120.0,No,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Autopay,21.0,149.96,No,WGU Telecom Co.
No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Autopay,21.0,182.46,Yes,WGU Telecom Co.
No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,No,eCheck,12.0,169.97,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,Yes,Check,9.0,137.49,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,No,Check,8.0,172.46,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,eCheck,7.0,182.5,Yes,WGU Telecom Co.
No,Female,No,Two year,None,No,Yes,Yes,No,No,Yes,Yes,No,No,Autopay,9.0,152.5,Yes,WGU Telecom Co.
No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Autopay,6.0,182.45,No,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,Yes,No,Yes,No,Autopay,7.0,139.95,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,Yes,No,Autopay,2.0,149.97,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,2.0,187.66,Yes,WGU Telecom Co.
No,Nonbinary,Yes,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Yes,Yes,Autopay,4.0,152.47,Yes,WGU Telecom Co.
No,Female,No,One year,None,No,No,Yes,No,Yes,No,Yes,No,No,eCheck,2.0,120.0,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Autopay,10.0,127.44,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Check,23.0,174.97,No,WGU Telecom Co.
No,Male,No,One year,None,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Check,16.0,172.49,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Autopay,17.0,182.44,Yes,WGU Telecom Co.
No,Nonbinary,No,Two year,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Autopay,4.0,162.47,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Autopay,6.0,195.01,Yes,WGU Telecom Co.
No,Male,Yes,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,eCheck,17.0,255.13,Yes,WGU Telecom Co.
Yes,Female,Yes,Two year,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Autopay,2.0,104.98,Yes,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Check,9.0,142.5,Yes,WGU Telecom Co.
Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Check,6.0,162.48,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Check,11.0,242.66,Yes,WGU Telecom Co.
No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Check,5.0,147.46,Yes,WGU Telecom Co.
No,Female,No,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,No,No,Autopay,1.0,152.44,No,WGU Telecom Co.
No,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,No,No,No,Autopay,4.0,115.0,No,WGU Telecom Co.
No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,eCheck,12.0,119.96,No,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Autopay,7.0,164.99,No,WGU Telecom Co.
No,Female,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,No,Yes,No,No,No,eCheck,5.0,162.48,Yes,WGU Telecom Co.
No,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,eCheck,19.0,192.46,Yes,WGU Telecom Co.
No,Male,No,One year,DSL,Yes,Yes,No,No,No,No,Yes,No,No,eCheck,4.0,149.94,No,WGU Telecom Co.
No,Male,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,No,Yes,eCheck,1.0,82.5,Yes,WGU Telecom Co.
No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,13.0,139.96,Yes,WGU Telecom Co.
Yes,Female,No,Two year,DSL,Yes,No,No,No,Yes,No,No,No,No,eCheck,3.0,104.98,No,WGU Telecom Co.
