case_order,customer_id,interaction,city,state,county,zip,lat,lng,population,area,timezone,job,children,age,education,employment_type,income,marital_type,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening
2299,H316557,2112c2f7-5482-427f-8021-f235ec17230d,Chatham,MA,Barnstable,02633,41.68892,-69.97227,4175,Urban,US/Eastern,Bonds trader,2.0,43,12,Full Time,33187,Widowed,M,Yes,6.0,11,1,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,36,264.6,1523,4,4,5,5,3,5,4,4
2300,J741530,2b352821-d397-49d1-9a2a-772d2bb8abf6,Augusta,KY,Bracken,41002,38.73062,-83.98266,2656,Urban,US/Eastern,Set designer,2.0,83,12,Full Time,33187,Separated,F,No,12.0,9,0,0,No,Two Year,No,No,None,No,No,No,No,Yes,No,No,No,Yes,eCheck,7,93.12,3382,5,5,5,5,4,4,4,3
2301,P763257,e8937d3f-fdd2-42bf-99eb-e88c65b8588d,Burdett,KS,Pawnee,67523,38.1975,-99.5493,562,Suburban,US/Central,Therapeutic radiographer,0.0,85,12,Full Time,7514,Separated,Prefer not to answer,No,9.0,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Check,5,170.89,655,3,4,4,2,5,3,4,3
2302,A687783,d08eab44-311c-4d8c-ae4a-17fd6b0cde6d,Henryville,PA,Monroe,18332,41.08952,-75.262,2710,Suburban,US/Eastern,Production manager,3.0,38,12,Full Time,22570,Married,F,Yes,10.0,8,0,0,No,Month-to-month,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,No,eCheck,4,243.22,1550,2,2,2,3,4,2,1,3
2303,E138556,bfec4c48-809a-46a7-9959-3034b9d09f64,Monee,IL,Will,60449,41.41569,-87.77244,9400,Rural,US/Central,"Research officer, trade union",0.0,67,11,Full Time,33187,Single,Prefer not to answer,Yes,8.0,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Autopay,2,201.39,479,5,4,4,5,2,5,4,6
2304,O987835,f57969fe-72fa-4a78-8f30-13e2e977f939,Horseshoe Beach,FL,Dixie,32648,29.50117,-83.26315,570,Urban,US/Eastern,Fitness centre manager,1.0,55,8,Part Time,50428,Married,F,Yes,37.0,13,0,1,No,One year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Autopay,13,252.65,2259,4,4,4,2,4,3,4,4
2305,P606593,9d489048-a48e-48ad-ac23-653f03d7e047,Sullivan,MO,Washington,63080,38.20374,-91.08459,13587,Suburban,US/Central,"Buyer, retail",2.0,53,12,Full Time,34994,Divorced,F,Yes,8.0,10,1,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Autopay,12,194.87,1444,4,5,5,4,3,4,4,4
2306,B857068,9631b9a6-d4e4-4862-a94b-52c0eda58e73,Tipton,IA,Cedar,52772,41.75038,-91.14065,5157,Urban,US/Central,Licensed conveyancer,0.0,53,12,Full Time,63289,Single,M,No,5.0,15,1,0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,Yes,No,Yes,Check,6,104.75,842,3,3,3,3,4,3,1,2
2307,U980861,24b7609b-554b-417b-9296-c52dd7880473,Surprise,AZ,Maricopa,85379,33.60211,-112.37356,47791,Urban,US/Mountain,Graphic designer,3.0,53,12,Retired,55474,Divorced,M,No,8.0,10,0,1,No,Two Year,No,Yes,DSL,No,No,No,No,Yes,Yes,No,No,Yes,eCheck,14,117.62,1844,3,3,3,4,3,3,4,3
2308,Z900744,2fd213bf-bf9f-402e-a644-5dc8af48156c,Lawrenceburg,KY,Anderson,40342,38.00322,-84.98494,21952,Urban,US/Eastern,Dramatherapist,3.0,29,12,Unemployed,33187,Separated,M,Yes,11.0,11,2,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,No,Yes,No,No,Check,13,120.0,2020,3,2,3,3,4,3,2,5
2309,L239044,6584428d-6fd6-4d14-b2e7-6aab6e77f976,Calhoun,GA,Gordon,30701,34.49658,-84.95569,40820,Rural,US/Eastern,Information systems manager,0.0,53,12,Retired,2991,Widowed,M,Yes,9.0,13,0,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Autopay,2,244.61,1147,4,3,4,4,3,5,4,5
2310,T841767,12afd7dc-b47a-482c-8936-ed983a917051,Chenango Forks,NY,Broome,13746,42.27242,-75.83522,2000,Urban,US/Eastern,Airline pilot,0.0,53,12,Full Time,22935,Widowed,F,No,11.0,18,0,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Autopay,5,178.09,635,4,4,3,2,4,5,4,4
2311,T111377,2c2f7a62-7854-49b4-9f2e-2f463caa0bf9,Beaverton,OR,Washington,97007,45.45434,-122.87965,72592,Suburban,US/Pacific,Air broker,0.0,83,12,Full Time,46635,Widowed,F,Yes,12.0,10,2,2,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Autopay,12,243.61,1642,2,2,3,3,4,2,3,3
2312,C60436,d7ba795e-7313-4ecf-bd42-a15e20bba5ef,Rhinecliff,NY,Dutchess,12574,41.91773,-73.94563,405,Urban,US/Eastern,Ship broker,1.0,68,12,Unemployed,54639,Separated,M,Yes,7.0,9,0,1,Yes,Month-to-month,Yes,No,None,No,Yes,No,Yes,Yes,Yes,No,No,Yes,eCheck,3,158.99,560,2,3,4,2,5,2,2,2
2313,I172741,65be6b04-2da4-4ac8-a7f6-b574d5a33f4c,Boston,MA,Suffolk,02113,42.36542,-71.0554,7531,Rural,US/Eastern,Marine scientist,3.0,53,14,Student,11926,Single,M,Yes,8.0,14,2,0,No,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,eCheck,36,257.84,1799,3,3,4,4,5,3,3,4
2314,W102835,686757fa-4d4d-444a-bc3a-12f638601ac9,Carpinteria,CA,Santa Barbara,93013,34.44012,-119.49415,16644,Urban,US/Pacific,Social worker,3.0,49,11,Full Time,46256,Widowed,M,Yes,3.0,16,1,1,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Autopay,7,154.28,1515,3,3,3,3,3,3,3,4
2315,N813159,57d69e6e-291c-4264-abeb-bfab139c01bb,Fort Campbell,KY,Christian,42223,36.62825,-87.46282,20501,Rural,US/Central,Speech and language therapist,0.0,33,12,Full Time,56003,Separated,F,Yes,10.0,11,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Check,21,208.11,3382,5,4,5,2,6,4,3,4
2316,V140814,2f6afbc9-cd4d-4bee-976e-c70cf733663f,Blue Rapids,KS,Marshall,66411,39.63975,-96.63624,1274,Urban,US/Central,Commercial/residential surveyor,0.0,49,12,Full Time,6754,Separated,F,No,10.0,16,0,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Autopay,13,134.91,1201,3,3,2,4,5,2,2,4
2317,G372041,150b7aef-0d7d-4355-9c2e-36d877b604d7,Saint Louis,MO,St. Louis,63119,38.58851,-90.35132,34119,Urban,US/Central,Sales promotion account executive,6.0,43,12,Retired,38691,Widowed,F,Yes,8.0,10,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Autopay,1,124.04,3382,5,3,4,5,3,3,4,4
2318,Q437352,99d0b998-b52f-488e-b233-be2c6b1c1579,Red Bud,IL,Randolph,62278,38.20794,-89.99259,6543,Rural,US/Central,Dispensing optician,4.0,69,12,Part Time,33187,Separated,F,Yes,8.0,12,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Autopay,16,169.81,2281,4,5,4,3,4,3,3,2
2319,L760140,f6c659c5-4f6c-4907-ae6b-178ccbd9ba31,Detroit,MI,Wayne,48213,42.39794,-82.9954,22795,Rural,US/Eastern,"Biochemist, clinical",2.0,53,12,Unemployed,33187,Single,M,Yes,36.0,15,2,0,Yes,Month-to-month,Yes,Yes,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,eCheck,12,215.43,1749,3,2,2,5,2,3,4,2
2320,Z246678,a770c00e-9949-440b-898c-d703a16ebf9d,Myrtle Creek,OR,Douglas,97457,43.05434,-123.22019,10189,Suburban,US/Pacific,"Psychologist, clinical",2.0,87,12,Full Time,20648,Widowed,F,No,5.0,16,0,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,eCheck,6,139.89,767,4,3,5,4,4,4,3,4
2321,U409049,4dd4cffc-c78c-4e7a-af82-e8ae072ebbfd,Fort Pierce,FL,St. Lucie,34946,27.50412,-80.36091,5950,Urban,US/Eastern,Quarry manager,0.0,22,12,Unemployed,34628,Married,M,No,9.0,10,2,1,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Autopay,36,158.96,1557,4,3,5,5,2,5,3,5
2322,X354809,6799b1de-123d-4037-a9e8-304571f213cd,Sherrill,IA,Dubuque,52073,42.62514,-90.82169,1346,Urban,US/Central,"Psychologist, occupational",1.0,53,8,Full Time,54250,Single,M,No,9.0,10,1,1,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Check,7,173.18,1065,4,5,4,3,3,4,4,4
2323,G945520,816d2557-a994-4ad2-a20d-b000d4313e29,Wyola,MT,Big Horn,59089,45.0772,-107.35526,420,Rural,US/Mountain,Ophthalmologist,4.0,80,12,Retired,111971,Married,Prefer not to answer,Yes,9.0,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,No,eCheck,1,149.5,295,4,3,2,4,4,4,3,4
2324,L308466,3363da11-8471-4505-8124-e79147c5471b,Cartersville,VA,Cumberland,23027,37.64542,-78.13391,1090,Suburban,US/Eastern,Warden/ranger,0.0,60,12,Full Time,34515,Married,M,Yes,9.0,8,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,eCheck,14,258.83,2446,4,4,5,4,3,5,5,5
2325,Y626351,babe1545-5185-421f-940e-e7010acaff31,Prescott Valley,AZ,Yavapai,86314,34.62598,-112.30617,38932,Rural,US/Mountain,"Psychotherapist, dance movement",0.0,58,12,Full Time,9352,Widowed,F,No,12.0,13,3,1,No,Two Year,No,Yes,DSL,Yes,No,No,No,No,Yes,No,No,Yes,Check,19,103.59,2006,3,3,2,4,3,2,2,3
2326,D500075,1b244f07-d96b-4416-a428-bde18bb6551a,Millbrook,AL,Elmore,36054,32.48358,-86.36669,16080,Urban,US/Central,Economist,1.0,32,16,Full Time,27727,Married,M,No,9.0,9,0,1,No,One year,No,Yes,None,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,eCheck,12,131.62,1498,3,3,4,4,3,2,4,4
2327,P801178,5e473403-7aae-4892-be25-c5ae54291546,Winn,MI,Isabella,48896,43.52128,-84.90102,392,Suburban,US/Eastern,"Psychologist, clinical",1.0,40,12,Part Time,26064,Divorced,M,Yes,6.0,12,2,0,No,Month-to-month,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,eCheck,9,254.29,1903,4,5,6,3,3,4,2,2
2328,R686175,ae5bc688-602f-4345-9b1d-591bbc1b4f18,Ranger,TX,Eastland,76470,32.50228,-98.66151,3479,Urban,US/Central,"Programmer, multimedia",0.0,47,0,Full Time,33187,Separated,F,Yes,37.0,13,0,1,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Autopay,2,234.88,739,2,2,4,4,2,5,4,2
2329,X660649,dcd61ed6-d5cc-45c6-b275-edcbd4b6d0c4,Dorrance,KS,Russell,67634,38.81919,-98.60734,254,Suburban,US/Central,Surgeon,2.0,73,12,Full Time,33187,Single,M,Yes,9.0,21,0,0,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Autopay,15,195.62,1883,3,3,4,2,4,4,1,5
2330,W195495,ec57e039-c3b2-4632-8790-24078dc9f03c,Keuka Park,NY,Yates,14478,42.57787,-77.12632,1526,Rural,US/Eastern,"Scientist, forensic",0.0,40,12,Full Time,37475,Single,F,Yes,5.0,11,1,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,eCheck,36,127.94,1190,3,3,3,3,3,4,3,3
2331,X528862,fbda7a9f-f5d5-49ab-9bd8-bf38a54ca194,Round Hill,VA,Loudoun,20141,39.11359,-77.78899,7064,Suburban,US/Eastern,"Designer, textile",0.0,74,12,Retired,23302,Separated,F,No,9.0,8,2,0,No,Two Year,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,No,No,Check,3,126.57,837,6,4,5,4,3,5,4,4
2332,Y593474,b02e4e90-5c3b-4ae6-a70f-81d131af7279,Naples,FL,Collier,34105,26.18941,-81.76365,17248,Urban,US/Eastern,"Teacher, early years/pre",0.0,46,12,Full Time,23511,Divorced,M,No,14.0,17,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Autopay,8,205.02,1158,3,4,4,3,4,4,4,4
2333,U332484,b8f6daeb-ca7d-4a9a-8898-07f846772305,Lake Dallas,TX,Denton,75065,33.11093,-97.0119,12389,Suburban,US/Central,Trade mark attorney,1.0,60,11,Full Time,59560,Widowed,F,Yes,9.0,13,2,0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,eCheck,8,246.42,1760,5,4,5,4,3,5,6,5
2334,Z775001,03d6d87c-9f98-4a6b-b092-bad35041a456,Napoleon,ND,Logan,58561,46.4871,-99.6833,1070,Rural,US/Central,Agricultural consultant,0.0,53,14,Retired,25996,Divorced,F,No,10.0,11,2,1,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Autopay,1,149.97,711,5,4,4,4,3,4,5,4
2335,R905881,4168b908-cc98-43bc-aa2b-213694db1eab,North Grafton,MA,Worcester,01536,42.23236,-71.69101,7786,Urban,US/Eastern,Pension scheme manager,0.0,55,18,Unemployed,13814,Married,M,No,10.0,13,1,0,No,Two Year,No,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Check,36,153.69,3382,4,4,5,5,4,4,3,5
2336,D602975,e8096777-57a3-4051-9ab3-9ede56877c9a,Moorland,IA,Webster,50566,42.43887,-94.32969,450,Rural,US/Central,Illustrator,0.0,25,12,Unemployed,39681,Separated,M,Yes,4.0,16,0,3,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Check,4,195.32,829,3,4,2,3,3,1,3,2
2337,I879525,a2535525-c792-4ecf-8d82-020b485ce2a9,Wallingford,KY,Fleming,41093,38.39068,-83.56165,2950,Urban,US/Eastern,"Engineer, production",0.0,82,18,Part Time,47185,Divorced,F,Yes,16.0,12,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Check,18,219.06,1904,4,3,5,3,3,3,4,1
2338,H111089,6f85c350-f98f-448c-b55d-9c899ea083da,Union,NE,Cass,68455,40.82569,-95.90087,404,Urban,US/Central,"Designer, textile",0.0,51,11,Full Time,13564,Divorced,M,No,16.0,10,0,0,No,Month-to-month,No,No,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Autopay,3,107.66,3382,4,4,3,4,2,4,3,5
2339,K43726,a1da5349-c00a-4fed-87d4-e703d0477b96,Winnsboro,TX,Hopkins,75494,32.90938,-95.26235,9489,Urban,US/Central,Theme park manager,0.0,30,12,Full Time,33187,Widowed,M,No,10.0,16,0,0,No,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,No,No,No,No,eCheck,9,117.09,1183,3,3,2,5,3,2,4,3
2340,J137993,fbaff755-d8e9-4e9d-892d-33a9984be2fc,Thompson Ridge,NY,Orange,10985,41.58358,-74.3732,189,Rural,US/Eastern,Retail banker,0.0,83,14,Retired,33187,Divorced,F,No,11.0,9,0,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,eCheck,3,163.47,465,4,4,3,4,4,3,3,3
2341,J708845,8dbc5b98-61a6-4047-9c71-d5d7e7d63208,Colcord,WV,Raleigh,25048,37.94369,-81.43678,59,Urban,US/Eastern,Accounting technician,0.0,53,12,Student,37749,Married,F,Yes,16.0,10,2,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,eCheck,13,162.21,1389,4,4,2,3,5,3,5,3
2342,R145875,07960a51-07e1-4b49-9fd2-ad0c6154f8b8,Forest Knolls,CA,Marin,94933,38.01252,-122.68743,671,Suburban,US/Pacific,Personnel officer,0.0,71,12,Full Time,24002,Divorced,F,Yes,13.0,17,0,1,Yes,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,Yes,Yes,No,No,Check,9,150.6,3382,3,2,3,3,4,3,3,3
2343,E630053,d10a2227-a68d-4b27-8c47-91c4136907a8,Hickory,NC,Catawba,28601,35.77253,-81.32637,51706,Suburban,US/Eastern,"Engineer, maintenance",2.0,38,18,Retired,17758,Divorced,F,Yes,10.0,8,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,No,Check,1,220.28,731,4,5,5,3,3,5,3,5
2344,P94424,58300d15-c9d3-42de-aeec-b439fbeb7e33,Hendley,NE,Furnas,68946,40.11166,-99.98577,12,Suburban,US/Central,"Psychotherapist, child",6.0,32,16,Full Time,31534,Divorced,Prefer not to answer,Yes,17.0,11,1,0,No,Month-to-month,Yes,Yes,None,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,eCheck,1,222.83,1040,4,4,3,2,3,4,5,4
2345,G583212,da568e8f-6204-4291-ab87-bdc2dbb501cd,Millville,DE,Sussex,19967,38.5387,-75.12249,1425,Urban,US/Eastern,Minerals surveyor,0.0,32,14,Full Time,5365,Married,M,No,13.0,16,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Autopay,14,171.44,1686,1,2,2,4,3,2,2,2
2346,Z979585,e1a1f0d0-3730-48e4-b6e0-15cd6298e049,Spring Valley,OH,Greene,45370,39.60729,-84.02846,2479,Suburban,US/Eastern,Surgeon,2.0,40,12,Full Time,10986,Divorced,F,No,11.0,7,0,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Check,14,196.44,1646,5,4,3,3,3,5,5,5
2347,Z668723,6d6e0489-63a7-417a-816d-a636961f6b05,Rossville,IN,Clinton,46065,40.42453,-86.61328,3499,Rural,US/Eastern,Dispensing optician,2.0,45,18,Full Time,4280,Separated,M,No,14.0,11,0,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Check,8,163.85,1181,4,4,4,3,5,3,4,5
2348,Z210418,7346bd02-15ec-4d3d-98a2-d157d885ac3c,Paterson,NJ,Passaic,07505,40.91612,-74.17167,2423,Suburban,US/Eastern,"Therapist, speech and language",0.0,51,12,Retired,10684,Single,M,No,11.0,17,0,1,No,One year,Yes,No,DSL,No,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,16,152.41,2148,3,3,2,3,4,3,3,3
2349,W910705,37fe6a5f-fc05-4bf7-93a0-b2bf2b30d504,Grandview,IN,Spencer,47615,37.97103,-86.95902,1756,Urban,US/Central,Osteopath,1.0,30,14,Full Time,40410,Widowed,F,Yes,9.0,11,0,0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Autopay,17,140.88,2221,4,3,4,3,4,2,4,3
2350,Y781307,0cd3ac67-edd2-48b1-8efc-7294f8da6685,Battery Park,VA,Isle of Wight,23304,36.9961,-76.57063,40,Rural,US/Eastern,Equities trader,5.0,53,12,Full Time,47987,Single,M,Yes,12.0,14,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Autopay,5,179.97,995,2,3,3,4,4,3,4,3
2351,Q604081,b9941156-2a87-47bb-9939-b0c164e5282c,Park Falls,WI,Price,54552,45.94085,-90.31191,4160,Suburban,US/Central,Retail banker,4.0,75,16,Full Time,59885,Separated,Prefer not to answer,No,5.0,14,1,0,No,One year,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Autopay,20,185.66,2441,3,3,2,4,4,4,4,1
2352,X469724,1b8b727b-4a1f-4de7-81a5-1d75afe8502a,Yorkshire,OH,Darke,45388,40.32642,-84.4819,853,Suburban,US/Eastern,Sales promotion account executive,4.0,82,12,Unemployed,60271,Married,M,Yes,6.0,15,2,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Autopay,2,198.43,1151,4,4,3,2,4,4,2,4
2353,B738673,92f11d6f-3bed-487d-890b-70219f785d29,Guernsey,WY,Platte,82214,42.26072,-104.75951,1338,Urban,US/Mountain,"Accountant, chartered management",10.0,64,8,Full Time,143972,Married,M,Yes,11.0,13,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Check,15,263.29,2212,2,3,3,4,4,3,4,2
2354,W588921,bc3c3472-a688-47f4-ac02-7fa12df15ee3,Morristown,OH,Belmont,43759,40.06479,-81.07431,57,Rural,US/Eastern,Systems analyst,0.0,53,12,Full Time,81586,Married,M,Yes,9.0,9,2,0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,eCheck,1,159.48,822,5,4,3,2,4,3,3,5
2355,Q352952,ac1e4d29-0d16-4b4e-afbe-0e65346c87ab,Harveys Lake,PA,Luzerne,18618,41.37478,-76.03486,3757,Suburban,US/Eastern,Occupational psychologist,0.0,55,18,Student,34844,Married,M,No,11.0,8,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,No,No,No,Autopay,3,156.59,419,2,2,2,3,5,4,3,4
2356,D366434,d33fe4be-6597-4222-aebe-cb2612980f09,Keyes,CA,Stanislaus,95328,37.55826,-120.90987,4518,Urban,US/Pacific,"Engineer, manufacturing",0.0,86,16,Full Time,143217,Widowed,M,No,11.0,13,2,0,No,One year,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Autopay,17,140.12,3382,4,4,4,2,4,3,2,4
2357,E856185,d3d47cd5-be0f-4e12-9a43-a1f3e70ab0cb,Denmark,TN,Madison,38391,35.55104,-88.99404,1090,Suburban,US/Central,"Surveyor, building",4.0,49,11,Retired,64697,Separated,F,No,8.0,15,1,0,No,Two Year,No,No,None,Yes,Yes,No,No,No,Yes,No,No,Yes,Autopay,36,123.18,3382,5,7,4,3,4,5,3,3
2358,W728041,223a591b-4bda-47a0-82b7-1761c6696ce5,Irvine,CA,Orange,92606,33.70039,-117.81725,24694,Suburban,US/Pacific,"Solicitor, Scotland",7.0,68,12,Full Time,15053,Separated,M,No,16.0,14,1,1,Yes,Two Year,No,No,Fiber Optic,No,Yes,No,No,No,No,No,No,Yes,Autopay,2,144.85,488,5,5,5,6,1,6,5,5
2359,F259824,a9a07378-4e9f-41c8-a834-d9a9ad9ff4f2,Walnut Creek,CA,Contra Costa,94597,37.91822,-122.0716,22734,Suburban,US/Pacific,Health visitor,0.0,53,16,Part Time,116086,Divorced,F,No,10.0,16,1,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Autopay,2,170.68,612,3,3,3,3,3,4,3,4
2360,R64763,35731258-08f7-4442-97b5-d6a9ee8a08c3,Adjuntas,PR,Adjuntas,00601,18.18004,-66.75218,17242,Suburban,US/Atlantic,Animal technologist,0.0,50,14,Full Time,49782,Separated,M,No,6.0,12,0,1,No,Two Year,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Check,9,149.79,1149,2,3,3,2,6,2,2,4
2361,K255983,0a407e01-2fee-4347-8b67-b0c0c00eeabc,Springlake,TX,Lamb,79082,34.22431,-102.28774,239,Rural,US/Central,"Pharmacist, community",3.0,53,12,Full Time,134691,Separated,F,No,12.0,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,No,Yes,No,No,No,Yes,No,eCheck,20,171.09,1982,3,3,4,4,5,4,4,4
2362,O919870,89d00ef2-f51b-4f74-b5c3-09eeaa18fe2a,Alpha,MI,Iron,49902,46.04304,-88.37995,146,Suburban,US/Central,Osteopath,2.0,53,12,Full Time,33187,Single,F,Yes,12.0,14,0,1,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Check,11,221.47,1317,4,4,4,2,4,3,2,3
2363,L170050,f83a867e-8219-4518-aa07-c9e16567bd90,New Brockton,AL,Coffee,36351,31.41551,-85.91877,3410,Urban,US/Central,Advertising account executive,3.0,68,16,Student,34688,Married,M,No,8.0,13,0,0,No,Two Year,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,No,Autopay,36,127.49,315,5,4,5,4,3,4,5,4
2364,U586559,26abf9b5-8fa4-4e84-a556-90934aff714c,Berkeley Heights,NJ,Union,07922,40.67518,-74.42816,12404,Suburban,US/Eastern,Counsellor,3.0,53,12,Full Time,29367,Divorced,M,Yes,10.0,17,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Autopay,36,164.51,3382,5,4,5,4,4,3,5,5
2365,T666759,fbbb6722-d76f-441b-bacb-aab7291ad333,Panama City,FL,Bay,32403,30.05338,-85.5568,3374,Urban,US/Central,Restaurant manager,1.0,27,11,Full Time,23438,Divorced,M,Yes,14.0,11,2,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,No,Yes,No,Check,2,149.18,639,3,3,4,4,4,3,3,2
2366,V79382,fe78f4b3-5a43-41ea-9216-4610a0e42f79,Wheeling,WV,Ohio,26003,40.074,-80.64997,41053,Suburban,US/Eastern,"Social research officer, government",0.0,62,12,Full Time,24908,Widowed,M,Yes,13.0,17,3,0,No,Month-to-month,No,No,None,Yes,No,No,Yes,Yes,No,Yes,Yes,No,eCheck,10,210.76,1473,4,4,5,3,4,4,4,2
2367,B66617,b3553368-50bb-45ce-8478-27930c9c3b1e,Madison,FL,Madison,32340,30.46196,-83.43505,11294,Urban,US/Eastern,Corporate treasurer,0.0,29,12,Unemployed,33187,Separated,F,Yes,5.0,15,2,1,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Autopay,1,173.29,950,5,6,4,4,3,6,5,7
2368,Z216550,dc88ae30-b9b0-4f3d-a5c5-5c721150defd,Rothschild,WI,Marathon,54474,44.87483,-89.62093,3929,Urban,US/Central,Sports coach,4.0,40,12,Full Time,33187,Widowed,F,Yes,12.0,18,2,0,No,Month-to-month,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,eCheck,9,235.3,1542,4,5,3,5,6,3,5,3
